accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall,val_tpr_50,val_speech_fpr_50,val_ambient_fpr_50,val_overall_fpr_50,learning_rate,val_tpr_50,val_speech_fpr_50,val_ambient_fpr_50,val_overall_fpr_50,learning_rate
0.7702057957649231,0.4705714285373688,0.7739883065223694,0.7633032202720642,0.8814015984535217,0.3020784556865692,0.9263485670089722,0.8947895765304565,0.8947895791583166,0.15734265734265734,0.13,0.14609053497942387,0.0010000000474974513,0.8947895791583166,0.15734265734265734,0.13,0.14609053497942387,0.0010000000474974513
0.884036123752594,0.3022751808166504,0.8970931768417358,0.867595374584198,0.8726415038108826,0.3168562352657318,0.9914945363998413,0.8176352977752686,0.8176352705410822,0.024475524475524476,0.0,0.01440329218106996,0.0010000000474974513,0.8176352705410822,0.024475524475524476,0.0,0.01440329218106996,0.0010000000474974513
0.8999121189117432,0.2708379626274109,0.914962887763977,0.8817771077156067,0.907681941986084,0.24633702635765076,0.9799330830574036,0.8807615041732788,0.8807615230460922,0.05944055944055944,0.005,0.037037037037037035,0.0010000000474974513,0.8807615230460922,0.05944055944055944,0.005,0.037037037037037035,0.0010000000474974513
0.912838876247406,0.24104848504066467,0.9267090559005737,0.8965863585472107,0.8955525755882263,0.2652926743030548,0.99068683385849,0.8527054190635681,0.8527054108216433,0.024475524475524476,0.005,0.01646090534979424,0.0010000000474974513,0.8527054108216433,0.024475524475524476,0.005,0.01646090534979424,0.0010000000474974513
0.9172314405441284,0.22579802572727203,0.930467426776886,0.9018574357032776,0.9312668442726135,0.17686772346496582,0.9418146014213562,0.9569138288497925,0.9569138276553106,0.1853146853146853,0.03,0.12139917695473251,0.0010000000474974513,0.9569138276553106,0.1853146853146853,0.03,0.12139917695473251,0.0010000000474974513
0.921875,0.21814243495464325,0.9379804730415344,0.9034889340400696,0.9312668442726135,0.16476981341838837,0.9637681245803833,0.9328657388687134,0.9328657314629258,0.11188811188811189,0.015,0.0720164609053498,0.0010000000474974513,0.9328657314629258,0.11188811188811189,0.015,0.0720164609053498,0.0010000000474974513
0.9281501173973083,0.19926980137825012,0.9418469071388245,0.9126505851745605,0.9225067496299744,0.19751447439193726,0.9889258146286011,0.8947895765304565,0.8947895791583166,0.03496503496503497,0.0,0.0205761316872428,0.0010000000474974513,0.8947895791583166,0.03496503496503497,0.0,0.0205761316872428,0.0010000000474974513
0.9289658665657043,0.19778113067150116,0.9410322308540344,0.915286123752594,0.9056603908538818,0.23553559184074402,0.9965277910232544,0.8627254366874695,0.8627254509018036,0.01048951048951049,0.0,0.006172839506172839,0.0010000000474974513,0.8627254509018036,0.01048951048951049,0.0,0.006172839506172839,0.0010000000474974513
0.9353664517402649,0.17898628115653992,0.9474974274635315,0.9218122363090515,0.9090296626091003,0.21753275394439697,0.9965477585792542,0.8677354454994202,0.8677354709418837,0.01048951048951049,0.0,0.006172839506172839,0.0010000000474974513,0.8677354709418837,0.01048951048951049,0.0,0.006172839506172839,0.0010000000474974513
0.9383785128593445,0.1708761602640152,0.9486257433891296,0.9269578456878662,0.9494609236717224,0.13997894525527954,0.979231595993042,0.9448897838592529,0.9448897795591182,0.05244755244755245,0.025,0.0411522633744856,0.0010000000474974513,0.9448897795591182,0.05244755244755245,0.025,0.0411522633744856,0.0010000000474974513
0.938441276550293,0.17161251604557037,0.9495560526847839,0.9260793328285217,0.9332883954048157,0.15950845181941986,0.9901853799819946,0.9098196625709534,0.9098196392785571,0.03146853146853147,0.0,0.018518518518518517,0.0010000000474974513,0.9098196392785571,0.03146853146853147,0.0,0.018518518518518517,0.0010000000474974513
0.9411395788192749,0.16133135557174683,0.9523809552192688,0.9287148714065552,0.9494609236717224,0.13130979239940643,0.9842602014541626,0.9398797750473022,0.9398797595190381,0.04895104895104895,0.005,0.030864197530864196,0.0010000000474974513,0.9398797595190381,0.04895104895104895,0.005,0.030864197530864196,0.0010000000474974513
0.9413905739784241,0.16687951982021332,0.9541580677032471,0.9273343086242676,0.941374659538269,0.14930713176727295,0.9924324154853821,0.9198396801948547,0.9198396793587175,0.024475524475524476,0.0,0.01440329218106996,0.0010000000474974513,0.9198396793587175,0.024475524475524476,0.0,0.01440329218106996,0.0010000000474974513
0.9452811479568481,0.15241526067256927,0.9563931226730347,0.9331074357032776,0.9568732976913452,0.11986365914344788,0.9824380278587341,0.9529058337211609,0.9529058116232465,0.055944055944055944,0.005,0.03497942386831276,0.0010000000474974513,0.9529058116232465,0.055944055944055944,0.005,0.03497942386831276,0.0010000000474974513
0.9454066157341003,0.14937208592891693,0.9552334547042847,0.9346134662628174,0.9305930137634277,0.17083187401294708,0.9955703020095825,0.9008015990257263,0.9008016032064128,0.013986013986013986,0.0,0.00823045267489712,0.0010000000474974513,0.9008016032064128,0.013986013986013986,0.0,0.00823045267489712,0.0010000000474974513
0.9489206671714783,0.14667348563671112,0.958707332611084,0.9382529854774475,0.9508086442947388,0.1325458586215973,0.9894179701805115,0.936873733997345,0.93687374749499,0.03146853146853147,0.005,0.0205761316872428,0.0010000000474974513,0.93687374749499,0.03146853146853147,0.005,0.0205761316872428,0.0010000000474974513
0.9536897540092468,0.1332189440727234,0.9626311659812927,0.9440261125564575,0.9568732976913452,0.11623585224151611,0.977505087852478,0.9579158425331116,0.9579158316633266,0.05944055944055944,0.025,0.04526748971193416,0.0010000000474974513,0.9579158316633266,0.05944055944055944,0.025,0.04526748971193416,0.0010000000474974513
0.9523720145225525,0.13375546038150787,0.9618193507194519,0.9421435594558716,0.9609164595603943,0.11207402497529984,0.9671968221664429,0.9749498963356018,0.9749498997995992,0.10139860139860139,0.02,0.06790123456790123,0.0010000000474974513,0.9749498997995992,0.10139860139860139,0.02,0.06790123456790123,0.0010000000474974513
0.9565762877464294,0.1272599995136261,0.9650984406471252,0.9474146366119385,0.9440701007843018,0.15046268701553345,0.9935275316238403,0.9228456616401672,0.9228456913827655,0.02097902097902098,0.0,0.012345679012345678,0.0010000000474974513,0.9228456913827655,0.02097902097902098,0.0,0.012345679012345678,0.0010000000474974513
0.9586470723152161,0.12293586134910583,0.9675067067146301,0.9491716623306274,0.9535040259361267,0.12249509990215302,0.9863874316215515,0.9438877701759338,0.9438877755511023,0.03146853146853147,0.02,0.026748971193415638,0.0010000000474974513,0.9438877755511023,0.03146853146853147,0.02,0.026748971193415638,0.0010000000474974513
0.9599648714065552,0.11483614146709442,0.9677131175994873,0.9516817331314087,0.9400269389152527,0.14668428897857666,0.9913513660430908,0.9188376665115356,0.9188376753507014,0.027972027972027972,0.0,0.01646090534979424,0.0010000000474974513,0.9188376753507014,0.027972027972027972,0.0,0.01646090534979424,0.0010000000474974513
0.955697774887085,0.12284392863512039,0.9657516479492188,0.944904625415802,0.9474393725395203,0.13912518322467804,0.9925053715705872,0.9288577437400818,0.9288577154308617,0.024475524475524476,0.0,0.01440329218106996,0.0010000000474974513,0.9288577154308617,0.024475524475524476,0.0,0.01440329218106996,0.0010000000474974513
0.9577057957649231,0.11621039360761642,0.9667263627052307,0.9480421543121338,0.9427223801612854,0.14678464829921722,0.9903329610824585,0.9238476753234863,0.9238476953907816,0.02097902097902098,0.015,0.018518518518518517,0.0010000000474974513,0.9238476953907816,0.02097902097902098,0.015,0.018518518518518517,0.0010000000474974513
