accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall,val_tpr_50,val_speech_fpr_50,val_ambient_fpr_50,val_overall_fpr_50,learning_rate
0.7567143440246582,0.49307388067245483,0.7624117732048035,0.7458584308624268,0.9420484900474548,0.22741207480430603,0.9820296168327332,0.9308617115020752,0.9308617234468938,0.05944055944055944,0.0,0.03497942386831276,0.0010000000474974513
0.8638930916786194,0.333421528339386,0.8767052292823792,0.8468875288963318,0.9535040259361267,0.21325922012329102,0.9863874316215515,0.9438877701759338,0.9438877755511023,0.038461538461538464,0.01,0.026748971193415638,0.0010000000474974513
0.884977400302887,0.29056212306022644,0.8985319137573242,0.8679718971252441,0.9568732976913452,0.1788771152496338,0.9854469895362854,0.9498997926712036,0.9498997995991983,0.04895104895104895,0.0,0.02880658436213992,0.0010000000474974513
0.8960216045379639,0.2687723636627197,0.9138360619544983,0.8744980096817017,0.9582210183143616,0.15236496925354004,0.9895397424697876,0.9478957653045654,0.9478957915831663,0.03496503496503497,0.0,0.0205761316872428,0.0010000000474974513
0.9108935594558716,0.23807208240032196,0.9265242218971252,0.8925702571868896,0.9548517465591431,0.13318416476249695,0.9803921580314636,0.9519038200378418,0.9519038076152304,0.06643356643356643,0.0,0.03909465020576132,0.0010000000474974513
0.9188001751899719,0.2207435518503189,0.9337145686149597,0.9016064405441284,0.9548517465591431,0.1175365075469017,0.9803921580314636,0.9519038200378418,0.9519038076152304,0.06643356643356643,0.0,0.03909465020576132,0.0010000000474974513
0.9196786880493164,0.20985035598278046,0.9367815852165222,0.9001004099845886,0.9656334519386292,0.11894112825393677,0.9947753548622131,0.9539077877998352,0.9539078156312625,0.017482517482517484,0.0,0.0102880658436214,0.0010000000474974513
0.9273970723152161,0.1966698169708252,0.9404993057250977,0.9125251173973083,0.9642857313156128,0.13925418257713318,0.9978924989700317,0.9488977789878845,0.9488977955911824,0.006993006993006993,0.0,0.00411522633744856,0.0010000000474974513
0.9289658665657043,0.1910056471824646,0.9425168037414551,0.913654625415802,0.9622641801834106,0.09370981901884079,0.9806122183799744,0.9629258513450623,0.9629258517034068,0.05944055944055944,0.01,0.03909465020576132,0.0010000000474974513
0.9297816157341003,0.1851213425397873,0.9429569244384766,0.9149096608161926,0.9602425694465637,0.19089172780513763,1.0,0.9408817887306213,0.9408817635270541,0.0,0.0,0.0,0.0010000000474974513
0.9385040402412415,0.17042845487594604,0.9529427289962769,0.9225652813911438,0.9663072824478149,0.1323157101869583,0.9978991746902466,0.9519038200378418,0.9519038076152304,0.006993006993006993,0.0,0.00411522633744856,0.0010000000474974513
0.9372490048408508,0.1650853455066681,0.9500129222869873,0.9230672717094421,0.9690027236938477,0.07755129784345627,0.9897119402885437,0.9639278650283813,0.9639278557114228,0.03496503496503497,0.0,0.0205761316872428,0.0010000000474974513
0.9425828456878662,0.15498925745487213,0.954973578453064,0.9289658665657043,0.9669811129570007,0.06911524385213852,0.9846782684326172,0.9659318923950195,0.9659318637274549,0.05244755244755245,0.0,0.030864197530864196,0.0010000000474974513
0.9420180916786194,0.1583908051252365,0.9541000723838806,0.9287148714065552,0.9683288335800171,0.08660644292831421,0.9866939783096313,0.9659318923950195,0.9659318637274549,0.03146853146853147,0.02,0.026748971193415638,0.0010000000474974513
0.9432103633880615,0.15030987560749054,0.9536287784576416,0.9317269325256348,0.973045825958252,0.06552141159772873,0.9818913340568542,0.9779559373855591,0.9779559118236473,0.05244755244755245,0.015,0.037037037037037035,0.0010000000474974513
0.9475401639938354,0.14277836680412292,0.959773063659668,0.9342369437217712,0.9703503847122192,0.06917894631624222,0.9927685856819153,0.9629258513450623,0.9629258517034068,0.024475524475524476,0.0,0.01440329218106996,0.0010000000474974513
0.9504894614219666,0.13787150382995605,0.9613160490989685,0.9387550354003906,0.9710242748260498,0.0615253821015358,0.9927760362625122,0.9639278650283813,0.9639278557114228,0.024475524475524476,0.0,0.01440329218106996,0.0010000000474974513
0.9477911591529846,0.146222323179245,0.960387110710144,0.9341114163398743,0.9710242748260498,0.07635871320962906,0.9937952160835266,0.9629258513450623,0.9629258517034068,0.02097902097902098,0.0,0.012345679012345678,0.0010000000474974513
0.9497991800308228,0.1388467401266098,0.9624516367912292,0.9361194968223572,0.9710242748260498,0.06459523737430573,0.9927760362625122,0.9639278650283813,0.9639278557114228,0.024475524475524476,0.0,0.01440329218106996,0.0010000000474974513
0.9506149888038635,0.13328520953655243,0.9621573090553284,0.9381275177001953,0.9690027236938477,0.058717142790555954,0.9857142567634583,0.9679358601570129,0.9679358717434869,0.04895104895104895,0.0,0.02880658436213992,0.0010000000474974513
0.9501129388809204,0.13436773419380188,0.9625951051712036,0.9366214871406555,0.9710242748260498,0.07566694915294647,0.9989550709724426,0.9579158425331116,0.9579158316633266,0.0034965034965034965,0.0,0.00205761316872428,0.0010000000474974513
0.9533132314682007,0.12971310317516327,0.9654639363288879,0.9402610659599304,0.9716981053352356,0.062378305941820145,0.9948239922523499,0.9629258513450623,0.9629258517034068,0.017482517482517484,0.0,0.0102880658436214,0.0010000000474974513
0.957956850528717,0.11820908635854721,0.9684210419654846,0.9467871189117432,0.9710242748260498,0.05053633823990822,0.9948186278343201,0.9619238376617432,0.9619238476953907,0.017482517482517484,0.0,0.0102880658436214,0.0010000000474974513
0.9551957845687866,0.12186543643474579,0.9659557938575745,0.9436495900154114,0.9845013618469238,0.04696402698755264,0.9793510437011719,0.9979959726333618,0.9979959919839679,0.06993006993006994,0.005,0.043209876543209874,0.0010000000474974513
0.9568900465965271,0.11863455921411514,0.9679907560348511,0.9450300931930542,0.9858490824699402,0.03903883695602417,0.9899699091911316,0.9889779686927795,0.9889779559118237,0.03496503496503497,0.0,0.0205761316872428,0.0010000000474974513
0.9597765803337097,0.11121808737516403,0.9701013565063477,0.9487951993942261,0.9716981053352356,0.053420547395944595,0.9907597303390503,0.9669338464736938,0.966933867735471,0.03146853146853147,0.0,0.018518518518518517,0.0010000000474974513
0.9555723071098328,0.12001967430114746,0.9656233787536621,0.944779098033905,0.9791105389595032,0.03877876326441765,0.9948822855949402,0.9739478826522827,0.9739478957915831,0.017482517482517484,0.0,0.0102880658436214,0.0010000000474974513
0.9590863585472107,0.11068639904260635,0.9677749276161194,0.9497991800308228,0.9838274717330933,0.04082881286740303,0.9899396300315857,0.9859719276428223,0.9859719438877755,0.03496503496503497,0.0,0.0205761316872428,0.0010000000474974513
0.9610943794250488,0.10473605245351791,0.9711464643478394,0.9504266977310181,0.9858490824699402,0.043833956122398376,0.9803343415260315,0.9989979863166809,0.998997995991984,0.06993006993006994,0.0,0.0411522633744856,0.0010000000474974513
0.9627258777618408,0.10521963238716125,0.9732990860939026,0.9515562057495117,0.9871967434883118,0.03888694941997528,0.9880359172821045,0.9929859638214111,0.9929859719438878,0.04195804195804196,0.0,0.024691358024691357,0.0010000000474974513
