accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall,learning_rate,val_tpr_50,val_speech_fpr_50,val_ambient_fpr_50,val_overall_fpr_50,val_tpr_50,val_speech_fpr_50,val_ambient_fpr_50,val_overall_fpr_50,epoch_lr
0.7558985948562622,0.49172455072402954,0.7581012845039368,0.751631498336792,0.8806970715522766,0.31851693987846375,0.795036792755127,0.8667334914207458,0.0010000000474974513,0.8667334669338678,0.11758118701007839,0.065,0.11228600201409869,0.8667334669338678,0.11758118701007839,0.065,0.11228600201409869,0.0010000000474974513
0.8788278102874756,0.3112657070159912,0.8849636316299438,0.8708584308624268,0.9068364500999451,0.25462234020233154,0.8673469424247742,0.851703405380249,0.0010000000474974513,0.8517034068136272,0.07278835386338185,0.0,0.06545820745216516,0.8517034068136272,0.07278835386338185,0.0,0.06545820745216516,0.0010000000474974513
0.8951430916786194,0.27174821496009827,0.9066253304481506,0.8810241222381592,0.8384718298912048,0.3692547082901001,0.6875,0.9478957653045654,0.0010000000474974513,0.9478957915831663,0.1948488241881299,0.41,0.21651560926485397,0.9478957915831663,0.1948488241881299,0.41,0.21651560926485397,0.0010000000474974513
0.9013554453849792,0.26388636231422424,0.9134988188743591,0.8866716623306274,0.9008042812347412,0.26356980204582214,0.8179348111152649,0.9048095941543579,0.0010000000474974513,0.9048096192384769,0.11254199328107503,0.0,0.10120845921450151,0.9048096192384769,0.11254199328107503,0.0,0.10120845921450151,0.0005000000237487257
0.9112700819969177,0.24388901889324188,0.9232756495475769,0.897088348865509,0.915214478969574,0.23012135922908783,0.8606001734733582,0.890781581401825,0.0005000000237487257,0.8907815631262525,0.07894736842105263,0.015,0.07250755287009064,0.8907815631262525,0.07894736842105263,0.015,0.07250755287009064,0.0005000000237487257
0.9131526350975037,0.23361749947071075,0.92368084192276,0.9007279276847839,0.9229222536087036,0.21503329277038574,0.9403669834136963,0.8216432929039001,0.0005000000237487257,0.8216432865731463,0.029115341545352745,0.0,0.026183282980866064,0.8216432865731463,0.029115341545352745,0.0,0.026183282980866064,0.0005000000237487257
0.9172314405441284,0.22576789557933807,0.9293555617332458,0.9031124711036682,0.917560338973999,0.2143649458885193,0.8664717078208923,0.890781581401825,0.0005000000237487257,0.8907815631262525,0.0767077267637178,0.0,0.0689828801611279,0.8907815631262525,0.0767077267637178,0.0,0.0689828801611279,0.0005000000237487257
0.9204317331314087,0.21498839557170868,0.9319236874580383,0.9071285128593445,0.9256032109260559,0.20313741266727448,0.8919191956520081,0.8847695589065552,0.0005000000237487257,0.8847695390781564,0.059910414333706606,0.0,0.05387713997985901,0.8847695390781564,0.059910414333706606,0.0,0.05387713997985901,0.0005000000237487257
0.9209964871406555,0.2170972228050232,0.9303399324417114,0.9101405739784241,0.8957774639129639,0.2618003487586975,0.7893850207328796,0.9388777613639832,0.0005000000237487257,0.938877755511022,0.13773796192609183,0.02,0.12588116817724068,0.938877755511022,0.13773796192609183,0.02,0.12588116817724068,0.0005000000237487257
0.9222515225410461,0.20989099144935608,0.9316228628158569,0.9113956093788147,0.9309651255607605,0.19142799079418182,0.9194915294647217,0.8697394728660583,0.0005000000237487257,0.8697394789579158,0.0425531914893617,0.0,0.038267875125881166,0.8697394789579158,0.0425531914893617,0.0,0.038267875125881166,0.0005000000237487257
0.9254518151283264,0.20219287276268005,0.9330608248710632,0.9166666865348816,0.9182305335998535,0.21156300604343414,0.8516790866851807,0.914829671382904,0.0005000000237487257,0.9148296593186372,0.08902575587905935,0.0,0.08006042296072508,0.9148296593186372,0.08902575587905935,0.0,0.08006042296072508,0.0005000000237487257
0.9248242974281311,0.20288816094398499,0.934643030166626,0.913529098033905,0.8837131261825562,0.2763606011867523,0.7614457607269287,0.9498997926712036,0.0005000000237487257,0.9498997995991983,0.16461366181410975,0.015,0.14954682779456194,0.9498997995991983,0.16461366181410975,0.015,0.14954682779456194,0.0002500000118743628
0.9297188520431519,0.1966909021139145,0.9388618469238281,0.919302225112915,0.9235925078392029,0.19753983616828918,0.8645833134651184,0.914829671382904,0.0002500000118743628,0.9148296593186372,0.08006718924972005,0.0,0.07200402819738168,0.9148296593186372,0.08006718924972005,0.0,0.07200402819738168,0.0002500000118743628
0.9293423891067505,0.19295009970664978,0.9379160404205322,0.9195532202720642,0.9336460828781128,0.17849065363407135,0.9123711585998535,0.8867735266685486,0.0002500000118743628,0.8867735470941884,0.04759238521836506,0.0,0.042799597180261835,0.8867735470941884,0.04759238521836506,0.0,0.042799597180261835,0.0002500000118743628
0.9317269325256348,0.19012317061424255,0.9418186545372009,0.9203062057495117,0.9212466478347778,0.20141403377056122,0.85161292552948,0.9258517026901245,0.0002500000118743628,0.9258517034068137,0.09014557670772676,0.0,0.081067472306143,0.9258517034068137,0.09014557670772676,0.0,0.081067472306143,0.0002500000118743628
0.9319151639938354,0.1865394413471222,0.9400332570075989,0.922690749168396,0.9182305335998535,0.20852620899677277,0.8421052694320679,0.9298596978187561,0.0002500000118743628,0.9298597194388778,0.09686450167973125,0.005,0.08761329305135952,0.9298597194388778,0.09686450167973125,0.005,0.08761329305135952,0.0001250000059371814
0.9343624711036682,0.18299490213394165,0.9440595507621765,0.9234437942504883,0.9282841682434082,0.18884210288524628,0.8726235628128052,0.9198396801948547,0.0001250000059371814,0.9198396793587175,0.07502799552071669,0.0,0.06747230614300101,0.9198396793587175,0.07502799552071669,0.0,0.06747230614300101,0.0001250000059371814
0.9341741800308228,0.1812245100736618,0.9430144429206848,0.9241967797279358,0.9289544224739075,0.18071816861629486,0.8830409646034241,0.9078156352043152,0.0001250000059371814,0.9078156312625251,0.0671892497200448,0.0,0.06042296072507553,0.9078156312625251,0.0671892497200448,0.0,0.06042296072507553,6.25000029685907e-05
0.9334839582443237,0.18284539878368378,0.9435028433799744,0.9221887588500977,0.9256032109260559,0.19336391985416412,0.8626168370246887,0.9248496890068054,6.25000029685907e-05,0.9248496993987976,0.08230683090705487,0.0,0.07401812688821752,0.9248496993987976,0.08230683090705487,0.0,0.07401812688821752,6.25000029685907e-05
0.9373117685317993,0.17641837894916534,0.9443948268890381,0.9293423891067505,0.9276139140129089,0.1875583380460739,0.8688679337501526,0.9228456616401672,6.25000029685907e-05,0.9228456913827655,0.07782754759238522,0.0,0.06998992950654583,0.9228456913827655,0.07782754759238522,0.0,0.06998992950654583,6.25000029685907e-05
0.9366214871406555,0.1768665909767151,0.9447711706161499,0.9274598360061646,0.9229222536087036,0.19511550664901733,0.855555534362793,0.9258517026901245,6.25000029685907e-05,0.9258517034068137,0.08734602463605823,0.0,0.07854984894259819,0.9258517034068137,0.08734602463605823,0.0,0.07854984894259819,6.25000029685907e-05
