accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall,val_tpr_50,val_speech_fpr_50,val_ambient_fpr_50,val_overall_fpr_50,learning_rate,val_tpr_50,val_speech_fpr_50,val_ambient_fpr_50,val_overall_fpr_50,learning_rate
0.8039658665657043,0.4229586720466614,0.7967410087585449,0.8161395788192749,0.9232573509216309,0.22748064994812012,0.8825870752334595,0.8887775540351868,0.8887775551102205,0.054871220604703244,0.1,0.059415911379657606,0.0010000000474974513,0.8887775551102205,0.054871220604703244,0.1,0.059415911379657606,0.0010000000474974513
0.9048694968223572,0.2537786662578583,0.9178756475448608,0.8893072009086609,0.9406836628913879,0.18296441435813904,0.950603723526001,0.8677354454994202,0.8677354709418837,0.025195968645016796,0.0,0.022658610271903322,0.0010000000474974513,0.8677354709418837,0.025195968645016796,0.0,0.022658610271903322,0.0010000000474974513
0.9188001751899719,0.2201388031244278,0.9342790246009827,0.9009789228439331,0.9390080571174622,0.17994900047779083,0.8968871831893921,0.9238476753234863,0.9238476953907816,0.0593505039193729,0.0,0.05337361530715005,0.0010000000474974513,0.9238476953907816,0.0593505039193729,0.0,0.05337361530715005,0.0010000000474974513
0.9259538054466248,0.20104075968265533,0.9403217434883118,0.9096385836601257,0.9363270998001099,0.18161259591579437,0.8796992301940918,0.9378757476806641,0.9378757515030061,0.07166853303471445,0.0,0.06445115810674723,0.0010000000474974513,0.9378757515030061,0.07166853303471445,0.0,0.06445115810674723,0.0010000000474974513
0.9341114163398743,0.18367603421211243,0.9482892751693726,0.9182981848716736,0.9514074921607971,0.1456928700208664,0.9329949021339417,0.9208416938781738,0.9208416833667334,0.036954087346024636,0.0,0.03323262839879154,0.0010000000474974513,0.9208416833667334,0.036954087346024636,0.0,0.03323262839879154,0.0010000000474974513
0.936558723449707,0.17564229667186737,0.9512258172035217,0.9203062057495117,0.9497318863868713,0.13886377215385437,0.9407484531402588,0.9068136215209961,0.906813627254509,0.031914893617021274,0.0,0.028700906344410877,0.0010000000474974513,0.906813627254509,0.031914893617021274,0.0,0.028700906344410877,0.0010000000474974513
0.9412022829055786,0.16178806126117706,0.9554346203804016,0.9255772829055786,0.9547587037086487,0.13000036776065826,0.9566137790679932,0.905811607837677,0.905811623246493,0.02295632698768197,0.0,0.020644511581067473,0.0010000000474974513,0.905811623246493,0.02295632698768197,0.0,0.020644511581067473,0.0010000000474974513
0.9460341334342957,0.15449127554893494,0.9581077694892883,0.9328564405441284,0.9443699717521667,0.1570056825876236,0.8917137384414673,0.9488977789878845,0.9488977955911824,0.06438969764837627,0.0,0.057905337361530716,0.0010000000474974513,0.9488977955911824,0.06438969764837627,0.0,0.057905337361530716,0.0010000000474974513
0.9447163939476013,0.15507839620113373,0.9583495259284973,0.9298443794250488,0.9520777463912964,0.12747566401958466,0.931382417678833,0.9248496890068054,0.9248496993987976,0.03807390817469205,0.0,0.03423967774420947,0.0010000000474974513,0.9248496993987976,0.03807390817469205,0.0,0.03423967774420947,0.0010000000474974513
0.9472264051437378,0.14549551904201508,0.960817277431488,0.9324799180030823,0.9601206183433533,0.1178210899233818,0.9631190896034241,0.9158316850662231,0.9158316633266533,0.01959686450167973,0.0,0.017623363544813697,0.0010000000474974513,0.9158316633266533,0.01959686450167973,0.0,0.017623363544813697,0.0010000000474974513
