filename,duration_s,n_windows_100ms,fired_100ms,max_q_out_100ms,max_score_100ms,t_max_score_100ms,t_first_fire_100ms,n_firing_windows_100ms,n_windows_10ms,fired_10ms,max_q_out_10ms,max_score_10ms,t_max_score_10ms,t_first_fire_10ms,n_firing_windows_10ms,audio_sha1
ira_0683.wav,1.4135,6,False,-43,0.33203125,0.4135,,0,43,True,0,0.5,0.41,0.25,3,b6adb75a8a5bddd4a1f7301ce38096694eb118fa
ira_0684.wav,1.0935,2,False,-48,0.3125,0.0935,,0,11,True,-22,0.4140625,0.09,0.09,1,ff2e3d5f802e6ca657c14e2e846dadd8b8b20043
ira_0685.wav,1.2535,4,False,-87,0.16015625,0.2,,0,27,False,-87,0.16015625,0.2,,0,e8de927b3b4ced2e2771e080de25bdaa0df23ca2
ira_0686.wav,1.4335,6,True,-11,0.45703125,0.4,0.4,1,45,True,-11,0.45703125,0.4,0.4,1,8f8e8eecf9715930de6633866fcd1b3c1363066b
ira_0687.wav,1.3335,5,False,-66,0.2421875,0.2,,0,35,False,-53,0.29296875,0.21,,0,bbc0b30e1794ac02b772510bb33604e0f6c9783a
ira_0688.wav,1.3335,5,True,-22,0.4140625,0.3,0.3,1,35,True,-22,0.4140625,0.3,0.3,1,a3ac520c76b77afab8cbd65171139ceccb2feef3
ira_0689.wav,1.1735,3,False,-38,0.3515625,0.1,,0,19,True,-22,0.4140625,0.14,0.14,1,3d38c3b27038b23fa55b32b9e695c0e91090d06d
ira_0690.wav,1.0535,2,True,-17,0.43359375,0.0535,0.0535,1,7,True,17,0.56640625,0.04,0.02,3,e732e926e3db905cd8ae972c02137a9d8e8bb6f7
ira_0691.wav,1.3735,5,False,-61,0.26171875,0.3,,0,39,True,17,0.56640625,0.35,0.27,2,73155f5a422068f0355a5845c0ffbbf09647d17e
ira_0692.wav,1.3735,5,False,-120,0.03125,0.3,,0,39,False,-118,0.0390625,0.24,,0,aa370c7e0e4cf31fb4cdaa39d776632e82711362
ira_0693.wav,1.3335,5,False,-66,0.2421875,0.3,,0,35,False,-66,0.2421875,0.3,,0,092cb3e266bd3aab614ea508ebbeda31677c4f52
ira_0694.wav,1.1135,3,False,-111,0.06640625,0.1,,0,13,False,-98,0.1171875,0.06,,0,a1fc3cb9f8df3c644feae5a8440d7f8b5c96c028
ira_0695.wav,1.1335,3,False,-77,0.19921875,0.1335,,0,15,False,-27,0.39453125,0.11,,0,9f3ab942117fcf215564854edc851d7569ab25bd
ira_0696.wav,1.6335,8,True,57,0.72265625,0.6335,0.6335,1,65,True,57,0.72265625,0.6335,0.48,9,55b7234ebefae0e4618bfc90d9678b4b756d3706
ira_0697.wav,1.3335,5,True,43,0.66796875,0.2,0.1,3,35,True,57,0.72265625,0.28,0.02,23,b7b60753163758a074b98922a04179822551252c
ira_0698.wav,1.2135,4,True,124,0.984375,0.2,0.0,4,23,True,124,0.984375,0.2,0.0,23,63c3c44fa777f45dd6b2922a8e81907d74552822
ira_0699.wav,1.1935,3,True,87,0.83984375,0.1935,0.0,3,21,True,100,0.890625,0.07,0.0,21,7629f453f7d7514ddd42ccdf58d040289ce7cf2e
ira_0700.wav,1.3535,5,True,114,0.9453125,0.2,0.0,5,37,True,121,0.97265625,0.24,0.0,37,46ccbb10c4c444e637b8651b52a6bcedf2cab527
ira_0701.wav,1.1335,3,True,114,0.9453125,0.1,0.0,3,15,True,119,0.96484375,0.06,0.0,15,85e41849319686029f7b2d1ea3326bb054331085
ira_0702.wav,1.9135,11,True,125,0.98828125,0.8,0.6,5,93,True,126,0.9921875,0.88,0.58,35,47642779b7389676c7a9d10a97b41bacef1e195e
ira_0703.wav,1.2735,4,True,124,0.984375,0.2735,0.1,3,29,True,126,0.9921875,0.21,0.01,28,14b5d119ce33c06c0564e9dc5b738118a44d7bcb
ira_0704.wav,1.4535,6,True,113,0.94140625,0.4535,0.3,3,47,True,120,0.96875,0.44,0.26,19,c0f20bb07e272e8ca309ba84ab47f97c7328afb2
ira_0705.wav,1.2935,4,True,109,0.92578125,0.2935,0.1,3,31,True,114,0.9453125,0.29,0.04,27,31b3a39609399b1ed3beab08f5344bf0c5e93fda
ira_0706.wav,1.2535,4,True,100,0.890625,0.2,0.1,3,27,True,100,0.890625,0.2,0.08,11,3f2ce34f251da3edf3d89dd40573494c6a10e939
ira_0707.wav,1.4135,6,True,102,0.8984375,0.4135,0.1,5,43,True,104,0.90625,0.33,0.05,37,9b2167e637d62981f8e50c94abd8ba312a55708e
ira_0708.wav,1.2535,4,True,102,0.8984375,0.2,0.0,4,27,True,102,0.8984375,0.16,0.0,27,3f342f082e689c7f2365299c22dcb343aed9c6ef
ira_0709.wav,1.2135,4,True,77,0.80078125,0.2,0.0,3,23,True,81,0.81640625,0.08,0.0,21,56c3508bd60df19b5970458ce0fb4e1490bf2afe
ira_0710.wav,1.2135,4,True,124,0.984375,0.2,0.1,3,23,True,124,0.984375,0.2,0.01,22,3b1da5babea373161de658271662dd230feb867a
ira_0711.wav,0.9935,1,True,123,0.98046875,0.0,0.0,1,1,True,123,0.98046875,0.0,0.0,1,0ad3aee054dae11c0ea3d27357d2fa8fa88dfba0
ira_0712.wav,1.4735,6,True,27,0.60546875,0.4735,0.3,2,49,True,38,0.6484375,0.31,0.3,15,043a56346d3c17da20e26d2a779042206f3fe624
ira_0713.wav,1.1335,3,True,121,0.97265625,0.1335,0.0,3,15,True,121,0.97265625,0.08,0.0,15,b74d0666f5fd0956d967675071b44c7906a1a353
ira_0714.wav,1.1135,3,True,98,0.8828125,0.1135,0.1,2,13,True,111,0.93359375,0.07,0.01,11,8417369b6829fe49a3952805a446cadd8777f916
ira_0715.wav,1.1335,3,True,90,0.8515625,0.1335,0.1,2,15,True,106,0.9140625,0.11,0.03,11,1b18b0273caafd901b9a98b6621f7edab01f558f
ira_0716.wav,1.1335,3,True,115,0.94921875,0.1,0.0,3,15,True,123,0.98046875,0.05,0.0,15,c6740a32069bfb0fb2a3289e8ee213640adcc4cb
ira_0717.wav,1.1935,3,True,108,0.921875,0.1,0.0,3,21,True,121,0.97265625,0.07,0.0,21,d1e517405c7e1fd7a7780437119c18ac387e36a2
ira_0718.wav,1.1335,3,True,81,0.81640625,0.1335,0.1,2,15,True,104,0.90625,0.08,0.04,11,a032b6fc0cf97df306a8b01a0e54a2811fb4bd0d
ira_0719.wav,1.7535,9,True,6,0.5234375,0.7,0.1,3,77,True,77,0.80078125,0.04,0.04,18,0e79ca491a9f906603a5729f362b1f311cf788c1
ira_0720.wav,1.5535,7,True,53,0.70703125,0.5535,0.5,2,57,True,53,0.70703125,0.54,0.48,9,b65e34d27fca2b066d7f9ba0684cdbc8b66b8fcb
ira_0721.wav,1.0535,2,True,108,0.921875,0.0535,0.0,2,7,True,108,0.921875,0.0535,0.0,7,f10068525d8faac2abdcbeef673b333c56321906
ira_0722.wav,2.0135,12,True,43,0.66796875,1.0135,1.0,2,103,True,53,0.70703125,1.01,0.93,5,f8b1c7460d4db81daa9feadb6e0349d9bd8b0e24
ira_0723.wav,1.3535,5,True,-22,0.4140625,0.3,0.3,1,37,True,48,0.6875,0.32,0.3,5,b12cfe881b4aad3e97938dbcc20bcd347ed74bc7
ira_0724.wav,1.2135,4,True,117,0.95703125,0.2135,0.0,4,23,True,121,0.97265625,0.05,0.0,23,6cca792a241985ad3085b455d4e626693d5c9f0e
ira_0725.wav,1.0735,2,True,104,0.90625,0.0735,0.0,2,9,True,104,0.90625,0.0735,0.0,9,2da8cddfdf05de4287db33a7a2a5a384cea403a1
ira_0726.wav,1.1935,3,True,120,0.96875,0.1,0.0,3,21,True,125,0.98828125,0.14,0.0,21,ad2a1c6c4a51fd7f6395782f12e601c04a240947
ira_0727.wav,1.6135,8,True,117,0.95703125,0.6135,0.5,3,63,True,118,0.9609375,0.59,0.41,21,c319f90ada422fa06dde781b1df0194413a31a9f
ira_0728.wav,1.4935,6,True,38,0.6484375,0.4935,0.4,2,51,True,90,0.8515625,0.44,0.35,15,6f2ed5ff895012aad397cae1610a813462384fed
ira_0729.wav,1.3535,5,True,81,0.81640625,0.3,0.1,4,37,True,98,0.8828125,0.31,0.03,34,b40a690fc3c6694f7cf1be1babc2621dc798c9cf
ira_0730.wav,1.7935,9,True,74,0.7890625,0.7,0.6,3,81,True,81,0.81640625,0.78,0.03,21,292e94557d3e20f84ee4da1c07709755f6f1a1e4
ira_0731.wav,1.3535,5,True,57,0.72265625,0.3535,0.3,2,37,True,61,0.73828125,0.33,0.3,6,6bbde69add68ce8d45708386c849b248955a727f
ira_0732.wav,1.5535,7,True,121,0.97265625,0.5,0.2,5,57,True,123,0.98046875,0.51,0.17,40,cb25f78c84b9361e8c87d5aa7f7178b506c14122
ira_0733.wav,1.1535,3,True,66,0.7578125,0.1535,0.1,2,17,True,93,0.86328125,0.14,0.05,12,2fc26aada611a81a00653629a041358541ce98e7
ira_0734.wav,1.4335,6,True,104,0.90625,0.4,0.4,2,45,True,106,0.9140625,0.42,0.32,12,8c957daa6b77469fb52f179764ced948187ca01a
ira_0735.wav,1.2935,4,True,100,0.890625,0.2,0.1,3,31,True,106,0.9140625,0.28,0.02,29,a4ab70cb505d45f546aa335cd288c3009899f224
ira_0736.wav,1.1735,3,True,17,0.56640625,0.1735,0.1,2,19,True,43,0.66796875,0.13,0.09,10,2d9587ad7df24e2ab3f65f6d1a1bd706abb88932
ira_0737.wav,1.3335,5,True,104,0.90625,0.3335,0.1,4,35,True,111,0.93359375,0.25,0.04,29,15668a1e195cce4c04108f443ef9c27bd46ce7d6
ira_0738.wav,1.2335,4,True,118,0.9609375,0.1,0.1,3,25,True,121,0.97265625,0.22,0.02,23,e6466175bcec438c09640cf6fff99dd858e721dd
ira_0739.wav,1.1135,3,True,116,0.953125,0.1,0.0,3,13,True,116,0.953125,0.1,0.0,13,cd028ed28e35418e0120a65d66dd59795a2752aa
ira_0740.wav,1.2735,4,True,27,0.60546875,0.2,0.2,2,29,True,66,0.7578125,0.19,0.11,9,97ea31f1f403e7795ee3762f297b684e673f2f4c
ira_0741.wav,1.2335,4,False,-33,0.37109375,0.2,,0,25,False,-33,0.37109375,0.19,,0,25ea7f19ea39e41deb16497304c580e2c925403f
ira_0742.wav,1.4935,6,True,57,0.72265625,0.1,0.1,3,51,True,57,0.72265625,0.1,0.06,20,7d78d8d92cfdc057eb05c7376004e78167783f1a
ira_0743.wav,1.1135,3,True,53,0.70703125,0.1,0.1,2,13,True,81,0.81640625,0.09,0.01,9,3bb179126b5aa16299017e8d21cf112a181dce57
ira_0744.wav,1.0935,2,False,-81,0.18359375,0.0935,,0,11,False,-38,0.3515625,0.06,,0,96f41c1f9ba64740668261971adc67cbf6b642ee
ira_0745.wav,1.2735,4,True,38,0.6484375,0.2735,0.2,2,29,True,74,0.7890625,0.25,0.17,12,83e25528c11726eb74ab03d6e7b23c31a86d2fd6
ira_0746.wav,1.2335,4,True,84,0.828125,0.2335,0.1,3,25,True,112,0.9375,0.23,0.05,18,7c579e7204646062a11c3c9fd74008676de5a552
ira_0747.wav,1.2335,4,True,100,0.890625,0.2335,0.2,2,25,True,115,0.94921875,0.23,0.13,12,40003388358abc0678015323e1b65330b12ef60b
ira_0748.wav,1.2735,4,False,-84,0.171875,0.2735,,0,29,False,-77,0.19921875,0.26,,0,5cd1d18e498d51692734804ac75b068af13551df
ira_0749.wav,1.0335,2,True,57,0.72265625,0.0,0.0,1,5,True,81,0.81640625,0.01,0.0,3,0f37fd6b9a5df21e148715e0e2fc7b882ed8671a
ira_0750.wav,0.9735,1,False,-84,0.171875,0.0,,0,1,False,-84,0.171875,0.0,,0,ae183761ea57850e168f1d4e206ac45665e0e848
ira_0751.wav,1.5135,7,True,114,0.9453125,0.5135,0.2,5,53,True,114,0.9453125,0.29,0.09,40,d71c1f168054461b2c0aa9fb9c6be43e638ce83c
ira_0752.wav,1.0735,2,True,61,0.73828125,0.0735,0.0,2,9,True,98,0.8828125,0.05,0.0,9,0b177c910e7f754fffd24db3368d039c543e6b3c
ira_0753.wav,0.9535,1,False,-84,0.171875,0.0,,0,1,False,-84,0.171875,0.0,,0,f3acba08f777ebb208165d33caece3fae250e9dc
ira_0754.wav,1.0535,2,True,100,0.890625,0.0535,0.0,2,7,True,111,0.93359375,0.04,0.0,7,e87e29c5f8096c595bc999eb1c3480f81ef282ff
ira_0755.wav,1.0535,2,True,33,0.62890625,0.0,0.0,1,7,True,93,0.86328125,0.01,0.0,2,63326ad243a2430762c8410291cfc4cf83ed1b80
ira_0756.wav,0.9335,1,True,61,0.73828125,0.0,0.0,1,1,True,61,0.73828125,0.0,0.0,1,b7eeab170dbf3b36639de60f9f96edd567e840b3
ira_0757.wav,0.9935,1,False,-112,0.0625,0.0,,0,1,False,-112,0.0625,0.0,,0,d15b41ee9054032767545009dab520489a5a6f6e
ira_0758.wav,1.6335,8,True,125,0.98828125,0.0,0.0,2,65,True,125,0.98828125,0.0,0.0,14,d4bb2b68bdc7ac9d8bf07f1c4c9bc53b669c5600
ira_0759.wav,0.9335,1,True,109,0.92578125,0.0,0.0,1,1,True,109,0.92578125,0.0,0.0,1,70aba8464debff6aafc55f8421591fe9156fc713
ira_0760.wav,1.1135,3,True,126,0.9921875,0.1135,0.0,3,13,True,126,0.9921875,0.03,0.0,13,6065b28257bad588f0bc632bc115160edc07c4b9
ira_0761.wav,1.0935,2,True,120,0.96875,0.0935,0.0,2,11,True,125,0.98828125,0.02,0.0,11,f8f19f42b92e5876417e5d6c4c09ac7067fadfb7
ira_0762.wav,0.9335,1,True,100,0.890625,0.0,0.0,1,1,True,100,0.890625,0.0,0.0,1,cd655a88ed9bc98afa897b3e59f805c3a1941c69
ira_0763.wav,0.9935,1,True,61,0.73828125,0.0,0.0,1,1,True,61,0.73828125,0.0,0.0,1,2ee99c785d61568915df26ef562faaf493620112
ira_0764.wav,1.0335,2,True,98,0.8828125,0.0335,0.0,2,5,True,111,0.93359375,0.02,0.0,5,4eae25aeabbaf406870bf9c97b500feb590e514d
ira_0765.wav,1.2135,4,True,53,0.70703125,0.2,0.0,3,23,True,81,0.81640625,0.08,0.0,12,5fa01b9f38097970a79b33c05e235968248fa2e7
ira_0766.wav,0.9335,1,True,87,0.83984375,0.0,0.0,1,1,True,87,0.83984375,0.0,0.0,1,19c8cb20f4f680c1d0675ee5b396c3efa17e1953
ira_0767.wav,1.1935,3,True,0,0.5,0.1,0.0,2,21,True,104,0.90625,0.05,0.0,16,66237a634fcfb6fa384ec8f9087c953e0c41d0a8
ira_0768.wav,0.9335,1,True,90,0.8515625,0.0,0.0,1,1,True,90,0.8515625,0.0,0.0,1,f42a2abd4847ce01f8f64ee2010cd494306f4615
ira_0769.wav,1.1935,3,True,108,0.921875,0.1935,0.0,3,21,True,114,0.9453125,0.04,0.0,21,bd3dba097b5f32038a99402523ade8f3ce1845c8
ira_0770.wav,1.1735,3,True,53,0.70703125,0.1,0.0,3,19,True,114,0.9453125,0.01,0.0,17,0653684fd9ea68847675a9f5eeebc412e3bd51c6
ira_0771.wav,1.5335,7,True,38,0.6484375,0.5,0.0,4,55,True,81,0.81640625,0.51,0.0,23,d8c69927404ff2712de8d655f670b5ff966dc8b8
ira_0772.wav,1.5935,7,True,116,0.953125,0.3,0.1,6,61,True,120,0.96875,0.46,0.02,59,43bfa3e0cb6a89afab828ebc6e288f582e6dd91f
ira_0773.wav,1.2735,4,True,0,0.5,0.2,0.0,2,29,True,90,0.8515625,0.21,0.0,22,9fccdbfd43bebc9bceb6002ed57d0b80d4381235
ira_0774.wav,1.0535,2,True,109,0.92578125,0.0535,0.0,2,7,True,114,0.9453125,0.02,0.0,7,26605e577695dff4feb251c1821ba10619ffc17a
ira_0775.wav,1.2335,4,True,48,0.6875,0.1,0.1,2,25,True,87,0.83984375,0.03,0.01,19,970010dfb552a9f2867ce458df27039e2a6e9c5b
ira_0776.wav,1.2735,4,True,112,0.9375,0.2,0.0,4,29,True,117,0.95703125,0.22,0.0,29,7b5bb1499ee8c0fcf46d58059669be0ad1c39f71
ira_0777.wav,1.1335,3,True,122,0.9765625,0.1,0.0,3,15,True,123,0.98046875,0.02,0.0,15,ef37d08e3ac22c23b333f524aea87595120e15e8
ira_0778.wav,1.2335,4,True,112,0.9375,0.1,0.0,3,25,True,120,0.96875,0.03,0.0,18,9def51c18b20e2cfbd33aef6e979681ac004c54d
ira_0779.wav,0.9735,1,False,-100,0.109375,0.0,,0,1,False,-100,0.109375,0.0,,0,0607ead5fba559f2c324b1171530a96fc3c0c7ab
ira_0780.wav,1.3935,5,True,113,0.94140625,0.0,0.0,5,41,True,123,0.98046875,0.08,0.0,38,6faa443186a1d6cd097e37fa4be914860a22cb9e
ira_0781.wav,1.6335,8,True,109,0.92578125,0.1,0.0,2,65,True,121,0.97265625,0.07,0.0,16,ea2cd997ad0f1cbb0b73ce1037e4614a6ebb6fc1
ira_0782.wav,2.2135,14,True,119,0.96484375,0.1,0.0,4,123,True,124,0.984375,0.02,0.0,27,e1a26e707cc2a08c3ceb5a45ece3ab820e2bcb72
ira_0783.wav,1.3135,5,True,22,0.5859375,0.0,0.0,2,33,True,74,0.7890625,0.09,0.0,12,19874ca2a352d018afad5134f1957402dac92ad1
ira_0784.wav,2.5735,17,True,121,0.97265625,0.1,0.0,4,159,True,124,0.984375,0.04,0.0,28,4b2f9ae18278829868806584924d1b28bf64c980
ira_0785.wav,0.9135,1,True,90,0.8515625,0.0,0.0,1,1,True,90,0.8515625,0.0,0.0,1,d821e7c214ddddf2b42de29ab00678fe1cf56b5f
ira_0786.wav,0.9535,1,True,113,0.94140625,0.0,0.0,1,1,True,113,0.94140625,0.0,0.0,1,4597bab5c56143f3b9f3e422b31c79a8911f526a
ira_0787.wav,0.9935,1,True,77,0.80078125,0.0,0.0,1,1,True,77,0.80078125,0.0,0.0,1,5bde12cbd82cdfd595568bf64bfdb0c19efcc034
ira_0788.wav,2.0335,12,True,98,0.8828125,0.0,0.0,2,105,True,122,0.9765625,0.01,0.0,15,1ea7499c782062ab5fe26e6ef714ed374ae2e435
ira_0789.wav,1.2935,4,True,109,0.92578125,0.1,0.0,4,31,True,122,0.9765625,0.05,0.0,29,15ffc4d54a5906dec229cd15a6445ca97599400f
ira_0790.wav,1.1335,3,True,-17,0.43359375,0.1,0.1,1,15,True,98,0.8828125,0.05,0.01,11,af5b7bd9a15c4b5bde6a2f32f371b2ebfe713e02
ira_0791.wav,1.3935,5,True,109,0.92578125,0.0,0.0,2,41,True,120,0.96875,0.07,0.0,18,202fd53ddd2051bd60fddd55bb8068c97a8e7260
ira_0792.wav,1.1335,3,True,90,0.8515625,0.1,0.0,2,15,True,123,0.98046875,0.03,0.0,13,b55bde052f15ae21b47eac109a16ecf9dea8b361
ira_0793.wav,1.3535,5,True,111,0.93359375,0.1,0.0,2,37,True,120,0.96875,0.01,0.0,15,e0bb0d0d12a9b483ca6a9692f3df0efd52d9643b
ira_0794.wav,1.0935,2,True,106,0.9140625,0.0935,0.0,2,11,True,122,0.9765625,0.05,0.0,11,621a5926fa81561f7a4c022b9fbc219bfd68f0b6
ira_0795.wav,1.1935,3,True,84,0.828125,0.0,0.0,2,21,True,122,0.9765625,0.04,0.0,15,bf3104381b2103c4d6f84a3c5330c40936e7c0f5
ira_0796.wav,1.2135,4,True,120,0.96875,0.1,0.0,4,23,True,125,0.98828125,0.04,0.0,23,ad76921c7f66985599cff5f17eb11c99469a3aaa
ira_0797.wav,0.9335,1,True,100,0.890625,0.0,0.0,1,1,True,100,0.890625,0.0,0.0,1,ad0bc6e058d8bb1704ebf5d733b25f17daf4b217
ira_0798.wav,0.9935,1,True,93,0.86328125,0.0,0.0,1,1,True,93,0.86328125,0.0,0.0,1,eb1aeb989b65a990cffb59377d1302299568e631
ira_0799.wav,1.0535,2,True,122,0.9765625,0.0535,0.0,2,7,True,123,0.98046875,0.03,0.0,7,b8a229ae00a9c1696a1945d4b4ee2feb0606c7ba
ira_0800.wav,0.9735,1,True,114,0.9453125,0.0,0.0,1,1,True,114,0.9453125,0.0,0.0,1,9d04a5fd9aae107ed9c3f06c196ac330217a5c7b
